RegistrationNum,RentalHousingUnits,RegisteredDate,ExpiresDate,StatusCurrent,OriginalAddress1,OriginalCity,OriginalState,OriginalZip
001-0124935,1,8/18/16,8/18/21,Active,130 N 83RD ST,SEATTLE,WA,98103
001-0117731,1,3/7/16,3/7/21,Active,839 NE 123RD ST,SEATTLE,WA,98125
001-0110401,1,9/8/15,9/8/20,Active,4006 B CALIFORNIA AVE SW,SEATTLE,WA,98116
001-0128538,1,12/2/16,12/2/21,Active,10237 64TH AVE S,SEATTLE,WA,98178
001-0125161,1,9/6/16,9/6/21,Active,4223 42ND AVE S,SEATTLE,WA,98118
001-0113609,3,12/15/15,12/15/20,Active,2714 S KING ST,SEATTLE,WA,98144
001-0126393,1,10/3/16,10/3/21,Active,3523 SW IDA ST,SEATTLE,WA,98126
001-0121474,1,6/8/16,6/8/21,Active,228 21ST AVE E,SEATTLE,WA,98112
001-0121277,1,6/2/16,6/2/21,Active,607 14TH AVE E,SEATTLE,WA,98112
001-0113311,1,11/17/15,11/17/20,Active,3508 W BERTONA ST,SEATTLE,WA,98199
001-0128699,1,2/9/17,2/9/22,Active,7730 19TH AVE NE,SEATTLE,WA,98115
001-0128701,1,2/9/17,2/9/22,Active,1101 SENECA ST,SEATTLE,WA,98101
001-0111295,1,10/13/15,10/13/20,Active,1711 E OLIVE WAY,SEATTLE,WA,98102
001-0120001,1,4/22/16,4/22/21,Active,2351 N 63RD ST,SEATTLE,WA,98103
001-0130403,1,2/9/17,2/9/22,Active,3221 SW Andover ST,SEATTLE,WA,98126
001-0125638,1,9/7/16,9/7/21,Active,4752 A 35TH AVE S,SEATTLE,WA,98118
001-0128145,1,11/22/16,11/22/21,Active,821 NE 60TH ST,SEATTLE,WA,98115
001-0122509,1,7/1/16,7/1/21,Active,4001 SW 106TH ST,SEATTLE,WA,98146
001-0110364,1,9/8/15,9/8/20,Active,415 N 120TH ST,SEATTLE,WA,98133
001-0111829,3,9/29/15,9/29/20,Active,3002 HARVARD AVE E,SEATTLE,WA,98102
001-0116768,1,3/29/16,3/29/21,Active,1111 15TH AVE,SEATTLE,WA,98122
001-0118971,1,3/28/16,3/28/21,Active,10411 ROOSEVELT WAY NE,SEATTLE,WA,98125
001-0124598,1,8/11/16,8/11/21,Active,6548 10TH AVE NW,SEATTLE,WA,98117
001-0104743,5,3/26/15,3/26/20,Active,2650 14TH AVE W,SEATTLE,WA,98119
001-0116051,4,1/22/16,1/22/21,Active,6400 11TH AVE NW,SEATTLE,WA,98107
001-0128399,1,11/29/16,11/29/21,Active,7720 1ST AVE NE,SEATTLE,WA,98115
001-0131639,2,5/19/17,5/19/22,Active,538 N 104TH ST,SEATTLE,WA,98133
001-0133042,1,12/22/17,12/22/22,Active,422 B NE MAPLE LEAF PL,SEATTLE,WA,98115
001-0123362,1,7/6/16,7/6/21,Active,2134 N 89TH ST,SEATTLE,WA,98103
001-0114733,1,12/18/15,12/18/20,Active,827 HIAWATHA PL S,SEATTLE,WA,98144
001-0127566,1,10/15/16,10/15/21,Active,137 27TH AVE E,SEATTLE,WA,98112
001-0127991,3,11/7/16,11/7/21,Active,5620 NE 60TH ST,SEATTLE,WA,98115
001-0119598,1,4/15/16,4/15/21,Active,12715 10TH AVE NE,SEATTLE,WA,98125
001-0116439,2,1/26/16,1/26/21,Active,11024 GREENWOOD AVE N,SEATTLE,WA,98133
001-0117357,2,2/25/16,2/25/21,Active,11403 9TH AVE NE,SEATTLE,WA,98125
001-0130276,1,1/10/17,1/10/22,Active,7025 16TH AVE NE,SEATTLE,WA,98115
001-0124262,1,7/26/16,7/26/21,Active,2629 SW NEVADA ST,SEATTLE,WA,98126
001-0117549,1,3/3/16,3/3/21,Active,10355 32ND AVE NE,SEATTLE,WA,98125
001-0116010,1,1/12/16,1/12/21,Active,1921 12TH AVE S,SEATTLE,WA,98144
001-0128991,1,2/9/17,2/9/22,Active,8604 5TH AVE NE,SEATTLE,WA,98115
001-0110792,1,9/14/15,9/14/20,Active,1705 44TH AVE SW,SEATTLE,WA,98116
001-0133153,1,1/23/18,1/23/23,Active,5150 55th AVE S,SEATTLE,WA,98118
001-0117987,1,4/4/16,4/4/21,Active,2125 S PEARL ST,SEATTLE,WA,98108
001-0117092,1,2/17/16,2/17/21,Active,3945 15TH AVE S,SEATTLE,WA,98108
001-0115210,38,12/29/15,12/29/20,Active,5949 CALIFORNIA AVE SW,SEATTLE,WA,98136
001-0110880,1,9/16/15,9/16/20,Active,2221 E SPRUCE ST,SEATTLE,WA,98122
001-0133706,1,4/10/18,4/10/23,Active,728 S CONCORD ST,SEATTLE,WA,98108
001-0112851,3,11/5/15,11/5/20,Active,6116 22ND AVE NW,SEATTLE,WA,98107
001-0133946,1,5/21/18,5/21/23,Active,4839 A DELRIDGE WAY SW,SEATTLE,WA,98106
001-0113605,1,11/25/15,11/25/20,Active,8850 24TH AVE SW,SEATTLE,WA,98106
001-0128608,2,12/4/16,12/4/21,Active,5023 21ST AVE NE,SEATTLE,WA,98105
001-0128407,1,11/28/16,11/28/21,Active,1542 D 15TH AVE S,SEATTLE,WA,98144
001-0122767,1,6/25/16,6/25/21,Active,721 N 97TH ST,SEATTLE,WA,98103
001-0118032,1,4/11/16,4/11/21,Active,2801 NE 130TH ST,SEATTLE,WA,98125
001-0112007,1,9/30/15,9/30/20,Active,10745 PHINNEY AVE N,SEATTLE,WA,98133
001-0131301,1,4/6/17,4/6/22,Active,1208 NW 100TH ST,SEATTLE,WA,98177
001-0119563,1,3/31/16,3/31/21,Active,1125 E OLIVE ST,SEATTLE,WA,98122
001-0124109,1,7/19/16,7/19/21,Active,1707 BOYLSTON AVE,SEATTLE,WA,98122
001-0121626,1,6/10/16,6/10/21,Active,4612 INTERLAKE AVE N,SEATTLE,WA,98103
001-0132235,1,8/16/17,8/16/22,Active,2649 NW 59th st,,,
001-0113510,1,11/22/15,11/22/20,Active,1000 AURORA AVE N,SEATTLE,WA,98109
001-0118746,1,3/22/16,3/22/21,Active,9311 7TH AVE S,SEATTLE,WA,98108
001-0123360,1,7/1/16,7/1/21,Active,2714 E THOMAS ST,SEATTLE,WA,98112
001-0128075,1,1/26/17,1/26/22,Active,2100 29TH AVE W,SEATTLE,WA,98199
001-0116762,3,2/10/16,2/10/21,Active,8325 DALLAS AVE S,SEATTLE,WA,98108
001-0113730,1,12/3/15,12/3/20,Active,125 WARREN AVE N,SEATTLE,WA,98109
001-0125053,3,8/22/16,8/22/21,Active,653 NW 53RD ST,SEATTLE,WA,98107
001-0128096,1,11/11/16,11/11/21,Active,2512 F NE 65TH ST,SEATTLE,WA,98115
001-0111301,4,10/12/15,10/12/20,Active,417 MINOR AVE N,SEATTLE,WA,98109
001-0117911,1,3/9/16,3/9/21,Active,1406 E ALDER ST,SEATTLE,WA,98122
001-0114861,1,12/21/15,12/21/20,Active,314 26TH AVE S,SEATTLE,WA,98144
001-0117946,1,8/10/16,8/10/21,Active,11503 25TH AVE NE,SEATTLE,WA,98125
001-0129825,1,12/31/16,12/31/21,Active,910 LENORA ST,SEATTLE,WA,98121
001-0122150,2,6/17/16,6/17/21,Active,4126 MIDVALE AVE N,SEATTLE,WA,98103
001-0117772,3,3/7/16,3/7/21,Active,6006 3RD AVE NW,SEATTLE,WA,98107
001-0124869,1,8/17/16,8/17/21,Active,3435 MERIDIAN AVE N,SEATTLE,WA,98103
001-0133073,3,12/28/17,12/28/22,Active,4109 Beach DR SW,,,
001-0124268,1,8/2/16,8/2/21,Active,12056 15TH AVE NE,SEATTLE,WA,98125
001-0111050,1,9/18/15,9/18/20,Active,4842 48TH AVE SW,SEATTLE,WA,98116
001-0129586,3,12/25/16,12/25/21,Active,6000 SAND POINT WAY NE,SEATTLE,WA,98115
001-0131705,2,5/31/17,5/31/22,Active,1751 NW 60TH ST,SEATTLE,WA,98107
001-0133702,1,4/11/18,4/11/23,Active,7717 14th AVE NE,SEATTLE,WA,98115
001-0126007,1,9/15/16,9/15/21,Active,9720 2ND AVE NW,SEATTLE,WA,98117
001-0111641,1,9/28/15,9/28/20,Active,2343 NW 94TH ST,SEATTLE,WA,98117
001-0120590,2,5/12/16,5/12/21,Active,4515 WOODLAND PARK AVE N,SEATTLE,WA,98103
001-0115875,1,1/4/16,1/4/21,Active,9030 B 17TH AVE SW,SEATTLE,WA,98106
001-0121273,1,6/2/16,6/2/21,Active,588 BELL ST,SEATTLE,WA,98121
001-0115434,2,12/29/15,12/29/20,Active,631 NW 53RD ST,SEATTLE,WA,98107
001-0116268,1,1/19/16,1/19/21,Active,5466 21ST AVE SW,SEATTLE,WA,98106
001-0114501,2,12/29/15,12/29/20,Active,909 NW 56TH ST,SEATTLE,WA,98107
001-0132857,1,11/22/17,11/22/22,Active,6503 38TH AVE NE,SEATTLE,WA,98115
001-0133108,1,1/3/18,1/3/23,Active,6312 24TH AVE S,SEATTLE,WA,98108
001-0131990,1,7/12/17,7/12/22,Active,2514 B E DENNY WAY,SEATTLE,WA,98122
001-0130826,1,2/13/17,2/13/22,Active,2522 NW 85TH ST,SEATTLE,WA,98117
001-0116553,4,2/3/16,2/3/21,Active,2800 S ALASKA ST,SEATTLE,WA,98108
001-0119280,3,3/30/16,3/30/21,Active,1709 HARVARD AVE,SEATTLE,WA,98122
001-0126284,1,9/29/16,9/29/21,Active,9686 51ST AVE S,SEATTLE,WA,98118
001-0110385,1,9/8/15,9/8/20,Active,1133 CALIFORNIA AVE SW,SEATTLE,WA,98116
001-0123604,1,8/18/16,8/18/21,Active,8042 CORLISS AVE N,SEATTLE,WA,98103
001-0118924,1,3/26/16,3/26/21,Active,1505 11TH AVE,SEATTLE,WA,98122
001-0118232,1,3/14/16,3/14/21,Active,13426 GREENWOOD AVE N,SEATTLE,WA,98133
001-0128367,3,11/26/16,11/26/21,Active,10324 HOLMAN RD N,SEATTLE,WA,98133
001-0124488,1,8/9/16,8/9/21,Active,3321 S MEAD ST,SEATTLE,WA,98118
001-0126510,1,10/12/16,10/12/21,Active,3116 NW 87TH ST,SEATTLE,WA,98117
001-0123992,1,10/7/16,10/7/21,Active,1525 NW 57TH ST,SEATTLE,WA,98107
001-0112612,1,10/24/15,10/24/20,Active,1639 HARBOR AVE SW,SEATTLE,WA,98126
001-0133031,1,12/21/17,12/21/22,Active,1001 W Howe ST,,,
001-0125150,1,8/24/16,8/24/21,Active,3021 37TH AVE SW,SEATTLE,WA,98126
001-0120819,1,5/18/16,5/18/21,Active,7736 12TH AVE SW,SEATTLE,WA,98106
001-0132081,1,9/13/17,9/13/22,Active,7721 EARL AVE NW,SEATTLE,WA,98117
001-0126355,1,10/31/16,10/31/21,Active,5238 37TH AVE S,SEATTLE,WA,98118
001-0119328,1,3/30/16,3/30/21,Active,731 34TH AVE,SEATTLE,WA,98122
001-0131623,1,5/16/17,5/16/22,Active,3105 S HUDSON ST,SEATTLE,WA,98108
001-0112880,3,11/6/15,11/6/20,Active,6205 26TH AVE NW,SEATTLE,WA,98107
001-0117696,1,4/7/16,4/7/21,Active,11029 28TH AVE NE,SEATTLE,WA,98125
001-0113328,2,11/16/15,11/16/20,Active,3450 34TH AVE W,SEATTLE,WA,98199
001-0113530,1,11/25/15,11/25/20,Active,3228 33RD AVE W,SEATTLE,WA,98199
001-0123359,1,7/6/16,7/6/21,Active,4468 SW KENYON PL,SEATTLE,WA,98136
001-0130098,3,1/6/17,1/6/22,Active,8700 2ND AVE NW,SEATTLE,WA,98117
001-0113711,1,11/30/15,11/30/20,Active,3402 CLAREMONT AVE S,SEATTLE,WA,98144
001-0124821,1,8/17/16,8/17/21,Active,9735 31ST AVE SW,SEATTLE,WA,98126
001-0128824,1,12/8/16,12/8/21,Active,9020 SAND POINT WAY NE,SEATTLE,WA,98115
001-0113847,3,12/7/15,12/7/20,Active,2158 6TH AVE N,SEATTLE,WA,98109
001-0114466,1,12/14/15,12/14/20,Active,4410 BURKE AVE N,SEATTLE,WA,98103
001-0113575,1,11/24/15,11/24/20,Active,909 5TH AVE,SEATTLE,WA,98104
001-0118817,1,3/24/16,3/24/21,Active,535 29TH AVE S,SEATTLE,WA,98144
001-0132198,2,8/9/17,8/9/22,Active,3948 S BRANDON ST,SEATTLE,WA,98118
001-0110594,1,9/11/15,9/11/20,Active,11520 4TH AVE NW,SEATTLE,WA,98177
001-0132260,1,8/22/17,8/22/22,Active,6023 44TH AVE SW,SEATTLE,WA,98136
001-0127864,1,10/31/16,10/31/21,Active,1226 NE 77TH ST,SEATTLE,WA,98115
001-0132806,1,11/15/17,11/15/22,Active,7542 Brooklyn AVE NE,,,
001-0112657,1,11/2/15,11/2/20,Active,3015 GARLOUGH AVE SW,SEATTLE,WA,98116
001-0110440,1,9/24/15,9/24/20,Active,606 NW 116TH ST,SEATTLE,WA,98177
001-0131629,1,5/17/17,5/17/22,Active,1631 16TH AVE,SEATTLE,WA,98122
001-0117604,1,3/4/16,3/4/21,Active,900 Lenora ST,Seattle,WA,98121
001-0114687,2,12/29/15,12/29/20,Active,5911 20TH AVE NW,SEATTLE,WA,98107
001-0126448,1,10/10/16,10/10/21,Active,8721 18TH AVE NW,SEATTLE,WA,98117
001-0129111,1,12/14/16,12/14/21,Active,8328 46TH AVE S,SEATTLE,WA,98118
001-0130051,1,1/13/17,1/13/22,Active,2703 BOYLSTON AVE E,SEATTLE,WA,98102
001-0126099,1,9/16/16,9/16/21,Active,7226 3RD AVE NW,SEATTLE,WA,98117
001-0123656,1,7/12/16,7/12/21,Active,7106 44TH AVE SW,SEATTLE,WA,98136
001-0129064,1,12/16/16,12/16/21,Active,3851 NE 89TH ST,SEATTLE,WA,98115
001-0130286,1,1/10/17,1/10/22,Active,7745 32ND AVE NE,SEATTLE,WA,98115
001-0116365,1,1/23/16,1/23/21,Active,2230 NW 59TH ST,SEATTLE,WA,98107
001-0112144,5,9/30/15,9/30/20,Active,4744 22ND AVE NE,SEATTLE,WA,98105
001-0102274,18,10/1/14,10/1/19,Active,3119 W Commodore WAY,SEATTLE,WA,98199
001-0125654,1,9/8/16,9/8/21,Active,3034 BELVIDERE AVE SW,SEATTLE,WA,98126
001-0123946,4,7/11/16,7/11/21,Active,1006 N 43RD ST,SEATTLE,WA,98103
001-0113739,1,12/3/15,12/3/20,Active,607 NW BRIGHT ST,SEATTLE,WA,98107
001-0117242,1,2/22/16,2/22/21,Active,1021 NE 120TH ST,SEATTLE,WA,98125
001-0127072,1,12/6/16,12/6/21,Active,3251 S EDMUNDS ST,SEATTLE,WA,98118
001-0131572,1,5/8/17,5/8/22,Active,2427 NW 59TH ST,SEATTLE,WA,98107
001-0119325,2,3/30/16,3/30/21,Active,317 22ND AVE,SEATTLE,WA,98122
001-0113511,1,11/23/15,11/23/20,Active,2213 16TH AVE S,SEATTLE,WA,98144
001-0117412,1,2/26/16,2/26/21,Active,10301 40TH AVE NE,SEATTLE,WA,98125
001-0108369,2,6/30/15,6/30/20,Active,5031 A 12TH AVE NE,SEATTLE,WA,98105
001-0132940,1,12/6/17,12/6/22,Active,3803 NE 89TH ST,SEATTLE,WA,98115
001-0118985,1,3/30/16,3/30/21,Active,1740 MELROSE AVE,SEATTLE,WA,98122
001-0110585,1,9/24/15,9/24/20,Active,3151 ALKI AVE SW,SEATTLE,WA,98116
001-0123855,1,7/13/16,7/13/21,Active,2003 25TH AVE S,SEATTLE,WA,98144
001-0117663,1,3/6/16,3/6/21,Active,2108 N 87TH ST,SEATTLE,WA,98103
001-0119636,1,4/7/16,4/7/21,Active,1728 25TH AVE,SEATTLE,WA,98122
001-0130166,1,1/9/17,1/9/22,Active,2817 SW DAKOTA ST,SEATTLE,WA,98126
001-0128394,1,11/29/16,11/29/21,Active,9145 23RD AVE NE,SEATTLE,WA,98115
001-0129937,1,1/5/17,1/5/22,Active,10642 60TH AVE S,SEATTLE,WA,98178
001-0132765,3,11/17/17,11/17/22,Active,2918 E Howell ST,SEATTLE,WA,98122
001-0127939,1,11/3/16,11/3/21,Active,4623 S VICTOR ST,SEATTLE,WA,98178
001-0118240,1,3/15/16,3/15/21,Active,6517 ELLIS AVE S,SEATTLE,WA,98108
001-0117745,1,3/7/16,3/7/21,Active,13426 GREENWOOD AVE N,SEATTLE,WA,98133
001-0132163,1,8/3/17,8/3/22,Active,530 Melrose AVE E,,,
001-0112330,1,10/2/15,10/2/20,Active,1818 N 46TH ST,SEATTLE,WA,98103
001-0112876,1,11/6/15,11/6/20,Active,4031 CASCADIA AVE S,SEATTLE,WA,98118
001-0124548,2,11/14/16,11/14/21,Active,312 31ST AVE E,SEATTLE,WA,98112
001-0132912,1,12/2/17,12/2/22,Active,123 QUEEN ANNE AVE N,SEATTLE,WA,98109
001-0119251,2,3/30/16,3/30/21,Active,847 NE 86TH ST,SEATTLE,WA,98115
001-0118452,1,3/18/16,3/18/21,Active,2340 MAGNOLIA BLVD W,SEATTLE,WA,98199
001-0116709,1,2/8/16,2/8/21,Active,318 18TH AVE,SEATTLE,WA,98122
001-0116818,1,2/9/16,2/9/21,Active,1023 S HENDERSON ST,SEATTLE,WA,98108
001-0116355,1,1/22/16,1/22/21,Active,757 N 94TH ST,SEATTLE,WA,98103
001-0117728,2,3/7/16,3/7/21,Active,803 26TH AVE,SEATTLE,WA,98122
001-0133906,1,5/15/18,5/15/23,Active,1414 39TH AVE E,SEATTLE,WA,98112
001-0119664,1,5/19/16,5/19/21,Active,4126 14TH AVE S,SEATTLE,WA,98108
001-0127651,1,11/17/16,11/17/21,Active,3011 SW CAMBRIDGE ST,SEATTLE,WA,98126
001-0129284,1,12/19/16,12/19/21,Active,425 #611 VINE ST,SEATTLE,WA,98121
001-0133329,1,2/12/18,2/12/23,Active,2806 S CHARLES ST,SEATTLE,WA,98144
001-0116689,2,2/7/16,2/7/21,Active,3015 E HOWELL ST,SEATTLE,WA,98122
001-0119287,1,3/31/16,3/31/21,Active,1610 BELMONT AVE,SEATTLE,WA,98122
001-0125641,1,9/19/16,9/19/21,Active,9504 40TH AVE NE,SEATTLE,WA,98115
001-0125396,1,9/2/16,9/2/21,Active,5218 MERIDIAN AVE N,SEATTLE,WA,98103
001-0132334,1,9/5/17,9/5/22,Active,5001 California AVE SW,,,
001-0117893,1,3/9/16,3/9/21,Active,1410 NE 125TH ST,SEATTLE,WA,98125
001-0112859,1,11/5/15,11/5/20,Active,6008 5TH AVE NW,SEATTLE,WA,98107
001-0112559,3,10/27/15,10/27/20,Active,14030 MIDVALE AVE N,SEATTLE,WA,98133
001-0129213,1,12/18/16,12/18/21,Active,1105 SPRING ST,SEATTLE,WA,98104
001-0119331,4,3/30/16,3/30/21,Active,914 E FIR ST,SEATTLE,WA,98122
001-0116601,2,2/4/16,2/4/21,Active,1424 26TH AVE,SEATTLE,WA,98122
001-0124832,1,9/6/16,9/6/21,Active,8803 31ST AVE NW,SEATTLE,WA,98117
001-0122901,2,6/28/16,6/28/21,Active,9821 51ST AVE SW,SEATTLE,WA,98136
001-0124409,1,8/8/16,8/8/21,Active,6002 37TH AVE SW,SEATTLE,WA,98126
001-0131713,1,6/3/17,6/3/22,Active,1511 2ND AVE W,SEATTLE,WA,98119
001-0127977,1,11/7/16,11/7/21,Active,6669 NE WINDERMERE RD,SEATTLE,WA,98115
001-0129045,1,12/13/16,12/13/21,Active,1024 NE 68TH ST,SEATTLE,WA,98115
001-0122729,1,6/25/16,6/25/21,Active,9234 WOODLAWN AVE N,SEATTLE,WA,98103
001-0128083,1,11/15/16,11/15/21,Active,7704 18th AVE NE,SEATTLE,WA,98115
001-0129569,1,12/23/16,12/23/21,Active,6053 35TH AVE NE,SEATTLE,WA,98115
001-0117923,1,3/9/16,3/9/21,Active,10700 E 24TH AVE NE,SEATTLE,WA,98125
001-0121444,1,6/7/16,6/7/21,Active,2918 E JOHN ST,SEATTLE,WA,98112
001-0129694,1,12/29/16,12/29/21,Active,1300 UNIVERSITY ST,SEATTLE,WA,98101
001-0119734,1,4/8/16,4/8/21,Active,5318 12TH AVE S,SEATTLE,WA,98108
001-0110771,1,9/14/15,9/14/20,Active,2337 N 115TH ST,SEATTLE,WA,98133
001-0116761,1,2/9/16,2/9/21,Active,4217 NE 88TH ST,SEATTLE,WA,98115
001-0116169,1,1/14/16,1/14/21,Active,3436 38TH AVE W,SEATTLE,WA,98199
001-0123812,2,7/8/16,7/8/21,Active,2243 NW 62ND ST,SEATTLE,WA,98107
001-0119794,1,4/11/16,4/11/21,Active,532 26TH AVE,SEATTLE,WA,98122
001-0130296,1,1/11/17,1/11/22,Active,2812 B 14TH AVE W,SEATTLE,WA,98119
001-0111522,1,9/26/15,9/26/20,Active,4414 SW LANDER ST,SEATTLE,WA,98116
001-0122598,1,6/23/16,6/23/21,Active,2205 S HORTON ST,SEATTLE,WA,98144
001-0121057,1,5/27/16,5/27/21,Active,106 N 81ST ST,SEATTLE,WA,98103
001-0124386,1,8/6/16,8/6/21,Active,8326 EARL AVE NW,SEATTLE,WA,98117
001-0122890,1,7/11/16,7/11/21,Active,9230 C FREMONT AVE N,SEATTLE,WA,98103
001-0126285,1,9/26/16,9/26/21,Active,4327 S HOLLY ST,SEATTLE,WA,98118
001-0113398,3,11/18/15,11/18/20,Active,2039 NW 63RD ST,SEATTLE,WA,98107
001-0119109,1,3/29/16,3/29/21,Active,12506 26TH AVE NE,SEATTLE,WA,98125
001-0112895,4,11/10/15,11/10/20,Active,5809 20TH AVE NW,SEATTLE,WA,98107
001-0113643,1,11/27/15,11/27/20,Active,2801 1ST AVE,SEATTLE,WA,98121
001-0123586,4,7/3/16,7/3/21,Active,1556 NW BALLARD WAY,SEATTLE,WA,98107
001-0124583,1,8/11/16,8/11/21,Active,2407 FEDERAL AVE E,SEATTLE,WA,98102
001-0131184,3,3/23/17,3/23/22,Active,5005 38TH AVE SW,SEATTLE,WA,98126
001-0116247,1,1/17/16,1/17/21,Active,3146 PORTAGE BAY PL E,SEATTLE,WA,98102
001-0117934,1,3/9/16,3/9/21,Active,5935 22ND AVE S,SEATTLE,WA,98108
001-0120662,1,5/18/16,5/18/21,Active,8004 CORLISS AVE N,SEATTLE,WA,98103
001-0129383,1,12/21/16,12/21/21,Active,909 5TH AVE,SEATTLE,WA,98104
001-0110341,1,9/7/15,9/7/20,Active,5908 SW DOUGLAS PL,SEATTLE,WA,98116
001-0125423,1,9/3/16,9/3/21,Active,347 NW 84TH ST,SEATTLE,WA,98117
001-0124449,1,8/8/16,8/8/21,Active,7523 17TH AVE NW,SEATTLE,WA,98117
001-0124412,1,8/9/16,8/9/21,Active,141 NW 83RD ST,SEATTLE,WA,98117
001-0133758,1,4/20/18,4/20/23,Active,5806 Roosevelt WAY NE,,,
001-0131659,1,5/21/17,5/21/22,Active,15 PROSPECT ST,SEATTLE,WA,98109
001-0125559,1,9/22/16,9/22/21,Active,6924 40TH AVE SW,SEATTLE,WA,98136
001-0124722,1,8/24/16,8/24/21,Active,5122 S DAWSON ST,SEATTLE,WA,98118
001-0115790,1,12/31/15,12/31/20,Active,7542 40TH AVE NE,SEATTLE,WA,98115
001-0131413,1,4/19/17,4/19/22,Active,3657 FRANCIS AVE N,SEATTLE,WA,98103
001-0123745,2,7/12/16,7/12/21,Active,216 W LEE ST,SEATTLE,WA,98119
001-0120014,3,4/25/16,4/25/21,Active,712 N 49TH ST,SEATTLE,WA,98103
001-0128758,1,2/9/17,2/9/22,Active,9036 37TH AVE SW,SEATTLE,WA,98126
001-0126294,1,10/28/16,10/28/21,Active,8053 26TH AVE NW,SEATTLE,WA,98117
001-0113747,3,12/16/15,12/16/20,Active,2607 NW 60TH ST,SEATTLE,WA,98107
001-0116597,2,2/4/16,2/4/21,Active,2814 E COLUMBIA ST,SEATTLE,WA,98122
001-0119046,1,3/30/16,3/30/21,Active,4907 13TH AVE S,SEATTLE,WA,98108
001-0126859,1,9/29/16,9/29/21,Active,7514 11TH AVE NW,SEATTLE,WA,98117
001-0106731,1,6/12/15,6/12/20,Active,9021 A 18TH AVE SW,SEATTLE,WA,98106
001-0127237,2,10/5/16,10/5/21,Active,7709 15TH AVE NW,SEATTLE,WA,98117
001-0133267,1,2/2/18,2/2/23,Active,444 N 130TH ST,SEATTLE,WA,98133
001-0115771,1,12/31/15,12/31/20,Active,699 JOHN ST,SEATTLE,WA,98109
001-0132943,1,12/7/17,12/7/22,Active,4847 CALIFORNIA AVE SW,SEATTLE,WA,98116
001-0127329,1,10/19/16,10/19/21,Active,4408 S ROSE ST,SEATTLE,WA,98118
001-0129419,1,12/27/16,12/27/21,Active,9623 15TH AVE NE,SEATTLE,WA,98115
001-0128471,1,11/30/16,11/30/21,Active,7420 LATONA AVE NE,SEATTLE,WA,98115
001-0120514,1,5/12/16,5/12/21,Active,417 17TH AVE E,SEATTLE,WA,98112
001-0128581,1,12/2/16,12/2/21,Active,6805 28TH AVE NE,SEATTLE,WA,98115
001-0133183,1,1/18/18,1/18/23,Active,10214 1st AVE NW,,,
001-0111252,1,10/3/15,10/3/20,Active,1106 E REPUBLICAN ST,SEATTLE,WA,98102
001-0128859,2,12/13/16,12/13/21,Active,6322 5TH AVE NE,SEATTLE,WA,98115
001-0133323,1,2/11/18,2/11/23,Active,1807 NW 65TH ST,SEATTLE,WA,98117
001-0133107,1,1/3/18,1/3/23,Active,2322 SW HUDSON ST,SEATTLE,WA,98106
001-0120713,1,8/4/16,8/4/21,Active,7763 11TH AVE SW,SEATTLE,WA,98106
001-0133613,1,3/28/18,3/28/23,Active,4914 49TH AVE S,SEATTLE,WA,98118
001-0114774,1,12/19/15,12/19/20,Active,2028 WAVERLY PL N,SEATTLE,WA,98109
001-0130548,4,1/20/17,1/20/22,Active,4920 52ND AVE S,SEATTLE,WA,98118
001-0132984,1,12/13/17,12/13/22,Active,145 NE 59TH ST,SEATTLE,WA,98105
001-0111911,8,9/29/15,9/29/20,Active,4255 GILMAN AVE W,SEATTLE,WA,98199
001-0129043,1,12/16/16,12/16/21,Active,7001 28TH AVE NE,SEATTLE,WA,98115
001-0131061,1,3/7/17,3/7/22,Active,1414 30TH AVE,SEATTLE,WA,98122
001-0120930,3,5/23/16,5/23/21,Active,133 30TH AVE,SEATTLE,WA,98122
001-0115405,1,1/7/16,1/7/21,Active,3720 14TH AVE S,SEATTLE,WA,98144
001-0121991,1,6/15/16,6/15/21,Active,736 N 96TH ST,SEATTLE,WA,98103
001-0122195,1,6/29/16,6/29/21,Active,12341 35TH AVE NE,SEATTLE,WA,98125
001-0115232,1,12/28/15,12/28/20,Active,3639 A COURTLAND PL S,SEATTLE,WA,98144
001-0125348,1,8/31/16,8/31/21,Active,2021 N 77TH ST,SEATTLE,WA,98103
001-0123742,4,7/8/16,7/8/21,Active,4307 2ND AVE NE,SEATTLE,WA,98105
001-0114175,1,12/9/15,12/9/20,Active,907 WARREN AVE N,SEATTLE,WA,98109
001-0128867,1,2/8/17,2/8/22,Active,2911 2ND AVE,SEATTLE,WA,98121
001-0125932,4,9/13/16,9/13/21,Active,801 1ST AVE N,SEATTLE,WA,98109
001-0102088,6,9/30/14,9/30/19,Active,318 W LEE ST,SEATTLE,WA,98119
001-0119811,2,4/8/16,4/8/21,Active,323 31ST AVE,SEATTLE,WA,98122
001-0132805,1,11/15/17,11/15/22,Active,649 NW 87TH ST,SEATTLE,WA,98117
001-0130181,22,1/17/17,1/17/22,Active,1513 1ST AVE,SEATTLE,WA,98101
001-0123899,1,7/10/16,7/10/21,Active,706 N 59TH ST,SEATTLE,WA,98103
001-0110938,1,10/2/15,10/2/20,Active,3140 A FRANKLIN AVE E,SEATTLE,WA,98102
001-0131199,1,3/26/17,3/26/22,Active,2911 2ND AVE,SEATTLE,WA,98121
001-0120888,1,5/24/16,5/24/21,Active,800 39TH AVE E,SEATTLE,WA,98112
001-0119518,1,3/31/16,3/31/21,Active,11341 8TH AVE NE,SEATTLE,WA,98125
